A,B,C,D,E
85,52,0,21,45
38,56,15,29,16
14,10,47,35,43
60,82,51,67,25
51,83,24,68,32
19,24,80,91,73
50,70,76,44,60
75,98,100,35,68
60,29,74,91,14
94,99,100,44,12
25,17,72,54,82
28,55,64,80,9
64,26,33,52,53
80,89,98,75,47
35,43,81,58,9
33,28,71,33,25
47,21,75,73,55
55,29,6,91,13
2,47,55,91,8
38,87,11,47,71
13,99,41,55,38
69,84,34,11,59
13,37,15,96,96
57,63,71,1,1
5,4,20,90,73
96,93,14,56,88
4,43,1,3,67
78,18,92,19,84
93,90,36,61,95
71,24,60,28,93
12,77,70,16,3
79,6,2,67,79
7,74,1,96,50
34,35,67,79,17
84,5,32,73,18
15,15,97,32,97
46,80,23,4,84
16,31,38,11,87
100,80,49,41,80
87,40,98,77,48
91,70,43,68,64
6,46,43,42,49
54,83,86,100,37
11,84,17,20,7
72,34,38,25,58
29,62,1,67,93
0,91,61,39,39
22,31,49,77,75
69,66,16,10,63
56,78,20,37,48
60,74,61,82,35
49,82,24,23,70
34,2,0,77,44
8,4,86,98,97
0,62,7,17,15
79,100,80,74,64
59,62,54,22,17
71,73,10,63,5
51,34,40,37,30
48,58,35,53,62
12,51,25,49,38
58,35,64,23,30
98,60,53,35,20
57,43,28,7,19
44,89,0,81,12
50,36,38,83,61
97,10,70,40,70
66,55,95,45,83
42,96,90,48,32
70,84,68,85,33
44,31,35,55,71
19,37,92,73,30
55,92,85,37,94
62,73,0,0,54
82,18,93,47,90
99,8,77,13,21
11,63,73,3,41
43,87,98,6,7
0,39,50,61,26
56,48,45,18,80
42,57,26,12,94
69,5,69,61,89
43,17,62,80,29
15,45,3,2,49
59,18,68,32,8
56,92,56,91,14
4,12,66,67,95
29,12,48,70,39
66,24,35,36,42
12,90,38,52,25
54,77,100,55,38
79,68,65,0,6
65,95,73,60,94
0,40,65,99,49
8,20,18,21,79
52,48,74,40,1
4,67,57,99,92
93,74,23,0,40
31,100,40,77,5
14,55,58,28,99
50,56,30,83,55
30,64,60,61,16
17,33,62,11,2
51,46,33,99,68
33,100,78,33,45
14,100,70,92,29
90,50,7,8,25
55,95,32,73,67
52,47,42,99,33
87,92,67,38,28
52,99,85,21,76
97,7,85,51,53
96,26,16,4,68
90,79,79,34,52
91,74,49,37,86
1,77,68,12,30
11,1,56,84,56
54,9,97,77,44
78,67,35,65,91
12,41,65,46,15
55,78,86,71,60
61,98,8,34,47
89,87,44,26,36
10,89,64,97,37
40,96,88,96,11
48,25,53,94,84
39,22,20,20,10
59,24,1,22,59
6,43,81,60,14
45,93,30,17,40
81,26,29,89,1
41,19,76,31,24
58,20,9,67,86
2,11,64,31,96
96,47,32,52,16
7,48,98,74,17
37,95,28,32,73
66,40,5,100,83
98,57,23,58,48
36,92,75,8,22
43,6,63,42,31
45,72,69,57,72
42,74,27,99,67
61,55,25,61,49
72,12,76,70,85
34,55,79,75,16
48,47,35,1,69
30,65,93,35,3
93,11,69,21,28
83,17,59,13,30
97,17,31,44,70
54,37,52,37,38
65,84,12,41,82
14,90,64,6,80
46,25,20,16,63
38,79,23,81,24
83,89,89,79,28
13,46,18,25,39
92,94,10,2,59
85,73,82,95,34
82,87,2,33,75
17,60,31,84,28
18,59,4,44,83
88,10,77,90,31
13,28,33,100,52
67,38,87,39,94
98,38,49,83,42
75,9,11,78,65
45,57,68,50,17
15,41,54,20,4
19,70,80,42,36
47,24,29,37,13
36,11,52,14,50
28,49,69,11,1
27,98,52,84,56
82,74,6,19,87
52,21,91,83,53
2,81,0,88,87
76,74,91,57,19
64,86,55,38,32
3,63,92,74,67
54,58,36,57,6
31,46,52,7,10
25,87,24,83,71
36,23,46,9,12
65,68,14,28,37
66,76,25,51,59
32,36,31,95,28
4,19,72,97,62
40,34,51,60,68
5,37,97,62,35
66,1,20,45,35
80,69,49,83,100
33,86,54,72,13
66,12,61,99,42
33,19,61,8,12
30,37,80,24,76
92,33,5,79,74
3,38,40,68,15
41,37,41,75,17
87,2,1,42,76
55,15,37,24,11
73,4,64,26,71
51,24,34,65,71
26,71,91,61,41
3,6,13,40,20
47,89,60,34,3
86,64,98,32,5
45,86,64,78,31
85,18,85,11,5
83,24,81,29,98
68,40,100,84,67
33,68,39,47,63
74,35,4,30,21
93,56,35,63,28
42,56,84,91,34
98,29,66,45,68
73,51,56,21,68
23,36,73,79,86
1,93,61,16,21
62,97,80,60,74
24,50,34,89,65
64,98,54,0,90
41,16,8,61,78
98,1,84,32,74
21,85,25,31,35
92,18,67,5,44
29,34,3,49,69
35,42,23,26,75
67,8,55,49,94
61,66,82,21,56
77,64,52,64,0
79,49,84,39,36
73,16,84,49,84
93,70,98,99,33
8,55,18,49,80
100,28,29,0,11
2,31,73,8,42
87,33,29,68,46
36,78,69,14,77
3,56,99,33,70
42,85,55,89,3
67,97,19,64,34
27,73,51,25,25
9,71,83,75,52
87,83,11,76,97
87,74,81,28,12
99,7,78,46,48
15,20,46,97,51
69,84,100,53,66
94,59,24,16,99
62,13,57,26,95
74,1,85,27,0
55,67,64,94,12
28,22,11,59,55
17,79,31,64,9
12,57,70,93,63
48,56,81,74,61
79,86,64,4,11
16,35,5,64,67
29,1,51,14,20
48,69,84,58,50
57,35,27,30,69
87,43,40,37,7
17,40,40,30,58
65,76,42,44,64
55,99,87,93,67
20,27,97,27,43
76,70,39,47,45
86,67,55,65,22
37,35,54,87,29
94,76,34,69,1
15,52,43,1,61
13,17,92,51,78
78,92,35,50,5
26,93,11,97,68
54,9,35,17,42
63,62,82,62,81
33,35,100,91,60
25,51,44,85,53
89,86,21,55,56
40,9,59,92,83
81,55,94,69,39
60,9,23,9,90
42,53,55,77,12
22,71,55,13,60
80,47,89,70,94
52,15,64,3,35
77,98,61,46,17
3,32,66,44,72
38,62,40,5,68
76,92,15,61,17
12,75,87,35,26
17,40,31,35,99
96,76,45,71,34
89,36,18,96,51
30,37,53,4,12
0,86,72,25,35
55,65,59,62,35
42,74,23,95,70
65,77,71,30,21
26,62,78,8,58
31,79,51,97,80
29,95,40,10,46
100,7,58,12,5
24,4,19,57,87
69,55,47,52,14
67,8,29,15,4
85,94,48,19,69
44,64,32,92,92
43,1,20,24,60
10,94,0,8,22
4,10,11,40,89
20,32,81,4,83
31,26,78,45,30
11,92,98,86,27
38,17,66,50,16
43,29,17,20,100
5,30,46,31,22
9,44,97,26,6
1,95,33,1,9
9,21,90,3,47
54,78,39,15,100
59,32,28,45,100
94,57,66,51,41
71,95,67,29,76
13,31,26,54,15
36,19,66,14,8
46,72,84,88,77
95,63,96,40,99
46,55,55,16,62
68,5,49,23,96
59,62,2,43,71
36,86,6,76,94
16,8,72,75,35
66,26,85,99,70
21,96,48,94,61
71,77,66,41,97
62,24,62,60,44
10,78,84,31,97
77,65,100,98,33
31,86,35,95,97
61,46,47,17,3
44,92,14,80,75
60,10,91,35,14
21,73,51,95,59
87,97,76,35,72
34,56,12,63,33
80,45,11,22,81
1,70,70,48,91
51,65,34,1,61
8,77,24,1,56
67,49,30,86,18
9,57,53,27,58
10,44,4,12,80
62,36,40,61,43
25,15,97,68,81
36,24,68,54,1
13,21,63,83,4
17,0,74,79,4
96,64,70,24,91
91,100,3,98,0
46,42,20,31,27
82,37,16,96,80
12,95,11,57,12
71,61,38,18,6
80,45,20,88,26
78,57,25,17,13
34,91,85,4,27
91,20,43,39,20
18,97,40,40,65
50,86,23,78,15
67,47,52,66,58
77,91,23,24,16
19,60,6,91,39
5,10,29,75,87
46,93,46,2,83
50,23,62,95,77
95,22,55,60,31
50,66,40,83,28
77,21,13,98,83
62,15,14,39,66
50,23,11,79,46
5,83,48,73,84
54,3,91,7,15
6,63,46,92,92
54,94,40,74,55
69,36,93,16,7
98,87,20,68,95
5,1,98,67,77
45,90,67,96,34
78,70,14,96,64
73,1,21,74,20
82,10,30,22,84
96,63,21,15,34
53,61,64,95,64
81,67,85,72,63
4,71,81,14,85
55,67,58,0,73
38,17,46,88,35
41,55,43,86,20
50,66,54,88,13
46,19,18,26,40
10,55,53,5,56
50,69,28,38,80
45,99,26,79,67
57,73,60,94,34
80,44,67,14,19
50,27,63,82,34
46,67,88,75,16
85,28,91,92,15
3,33,86,16,26
37,45,85,99,13
32,3,86,48,94
47,12,29,86,10
8,12,26,25,61
58,94,42,8,62
91,2,61,12,21
72,46,50,87,100
92,31,27,63,89
69,47,11,38,22
73,11,44,98,17
85,65,85,45,71
47,100,56,9,75
54,44,5,65,16
43,65,62,67,87
15,20,87,55,23
78,83,48,22,51
71,45,78,31,7
6,9,4,8,44
73,46,13,8,12
68,31,64,86,17
71,29,59,9,91
20,69,48,22,73
79,55,75,40,28
94,16,63,20,99
90,91,95,97,33
3,24,99,20,34
34,7,97,98,72
26,28,76,13,44
5,91,96,57,13
89,88,24,74,64
59,21,85,52,51
62,25,90,52,12
74,68,82,53,98
2,17,50,80,82
77,50,88,59,68
21,95,6,6,100
58,82,79,74,28
44,21,1,94,0
11,49,18,32,24
64,3,31,33,76
95,80,90,28,10
83,97,55,25,10
29,3,40,11,92
28,53,38,76,89
100,38,79,10,70
80,86,95,6,3
81,11,70,92,79
52,83,83,57,9
82,9,15,3,45
65,19,95,55,56
42,36,1,8,66
70,96,34,57,60
74,23,31,29,56
25,11,15,73,23
1,30,7,73,53
21,69,48,23,5
55,89,7,89,38
22,97,96,90,93
78,49,43,75,55
13,90,15,55,34
35,42,93,31,30
79,47,7,0,41
88,11,93,43,41
50,14,93,85,57
56,0,70,15,64
69,89,89,27,71
59,17,67,12,20
78,3,96,16,1
63,99,52,36,38
100,9,50,64,39
82,13,48,16,5
11,18,27,72,89
96,97,12,83,38
36,70,89,32,59
93,51,15,61,5
75,36,22,25,67
57,51,96,2,21
85,80,38,88,65
9,0,12,6,21
18,23,29,38,94
72,47,42,23,18
5,39,80,26,24
8,84,10,54,0
15,19,54,67,49
71,62,93,41,56
50,25,32,65,78
9,0,20,52,76
31,10,36,90,3
91,52,23,79,12
46,46,47,89,5
51,38,9,77,89
67,34,70,50,11
96,21,98,38,79
40,73,3,36,66
42,22,78,21,8
19,76,69,45,80
41,28,30,74,5
68,26,27,87,82
85,12,65,29,8
39,17,65,26,2
96,18,69,11,48
35,47,57,49,94
24,51,99,51,65
81,36,2,11,4
88,32,85,50,81
57,33,19,12,0
65,71,6,74,91
75,50,23,64,64
49,46,67,79,13
50,73,82,45,72
18,86,36,81,78
11,91,85,88,85
80,58,65,97,65
44,59,1,88,81
78,7,34,15,9
64,17,93,39,97
56,57,23,36,97
88,86,98,51,76
77,70,76,16,73
4,65,90,47,54
67,90,45,2,81
89,80,3,26,73
18,99,52,13,74
16,53,77,22,45
84,75,72,15,52
86,57,14,83,67
0,23,27,27,1
64,1,59,72,33
75,14,19,58,44
19,2,17,78,83
24,92,95,79,2
34,84,48,75,39
10,5,80,97,56
52,9,46,7,39
9,17,42,61,89
95,79,25,14,28
96,25,45,44,12
69,52,16,79,95
69,100,52,2,86
38,72,75,63,57
47,58,15,76,4
67,92,24,51,36
93,45,9,12,40
1,24,91,28,23
79,53,85,91,15
30,88,22,53,93
77,20,57,8,8
13,90,57,84,56
65,38,57,56,91
67,99,13,10,63
25,33,24,91,82
13,74,57,58,83
49,11,28,25,15
70,98,17,71,99
64,18,3,100,85
31,26,60,86,92
40,91,92,10,68
10,11,46,83,79
98,60,17,79,34
17,30,98,96,45
64,22,92,55,53
6,93,90,59,69
85,11,5,31,12
12,66,79,24,5
0,0,68,25,97
86,97,89,78,49
70,32,68,76,80
17,42,96,28,58
81,100,57,81,88
68,71,34,10,37
66,55,3,28,34
91,33,24,74,62
43,62,47,10,72
2,64,36,38,27
66,4,87,23,59
31,50,4,78,69
88,24,64,70,23
6,80,6,49,60
49,23,65,42,16
54,76,29,42,45
100,51,16,65,65
61,30,59,65,39
56,27,32,64,37
21,31,72,75,86
83,99,62,74,58
89,19,78,92,64
18,11,95,77,87
73,59,5,73,15
59,33,54,53,16
3,71,86,26,90
59,88,50,79,56
72,91,98,32,18
24,92,1,93,36
1,29,16,40,85
63,14,77,60,33
80,59,23,97,23
83,68,29,33,83
57,40,85,47,94
83,36,48,73,39
73,97,9,41,84
39,51,6,19,92
91,81,58,80,81
46,23,63,14,68
26,56,18,23,62
59,94,94,37,69
71,6,67,33,50
26,27,49,28,10
30,69,57,16,71
89,14,79,62,2
95,84,12,66,31
64,93,36,68,62
84,80,80,61,42
14,50,46,23,11
86,77,76,9,30
95,73,7,20,39
73,59,79,25,31
75,37,87,57,36
43,90,10,20,94
48,0,57,11,78
10,40,55,4,67
100,48,5,97,8
67,80,49,38,11
28,96,48,62,99
23,57,91,78,18
5,0,18,17,98
46,18,66,54,73
59,43,72,64,69
49,20,51,91,40
52,67,9,26,45
72,7,8,5,30
47,19,70,45,40
46,57,56,30,31
60,99,86,90,55
19,29,36,26,31
78,63,53,44,17
74,32,15,47,28
99,37,5,56,16
3,13,37,27,71
68,64,50,34,50
27,73,42,40,77
87,92,15,57,63
57,48,41,29,4
50,48,43,39,18
83,7,10,51,39
42,96,98,76,16
62,92,6,25,22
97,19,99,31,22
26,84,16,57,70
66,56,41,59,23
71,29,74,25,81
12,99,80,0,42
52,1,62,64,11
19,69,32,18,25
58,85,24,6,44
8,5,16,8,18
55,31,73,85,62
41,28,33,41,2
43,58,71,54,66
19,93,80,7,5
26,69,71,4,80
48,81,39,88,99
69,4,64,83,83
57,66,71,88,11
29,73,7,34,60
13,87,78,80,51
29,95,7,33,83
33,48,93,31,70
32,61,27,66,22
70,69,74,92,9
55,21,48,66,53
13,70,73,71,62
88,51,89,45,32
13,18,35,22,11
13,35,75,14,19
99,62,62,65,76
78,90,57,48,6
18,27,23,16,57
98,28,11,8,83
13,56,54,76,38
1,15,34,93,71
18,48,72,95,40
89,34,16,7,76
9,84,4,33,66
73,98,89,62,69
77,3,0,98,41
91,11,18,77,23
80,85,40,36,8
20,83,68,36,1
43,63,41,92,58
10,81,68,72,64
26,35,29,62,36
93,74,57,88,3
56,19,86,99,9
95,73,28,97,47
51,36,56,58,80
34,2,71,91,99
26,90,20,64,30
7,28,8,72,91
49,49,73,8,9
2,45,49,83,40
73,97,85,80,6
99,85,45,35,29
50,35,52,96,54
89,44,48,83,85
58,29,16,31,12
84,43,12,27,92
76,19,73,98,74
34,43,99,7,82
97,75,18,55,62
97,55,66,92,93
22,48,1,17,73
64,27,28,60,50
17,66,27,6,81
99,75,84,42,21
85,64,26,69,41
90,14,7,35,65
85,100,76,25,6
48,58,47,1,99
5,57,51,48,83
78,63,88,59,97
86,24,98,91,4
75,78,51,6,87
69,2,2,94,36
12,17,95,34,1
67,63,87,71,44
90,15,62,51,51
65,26,98,17,45
80,54,53,83,51
68,0,87,28,20
36,39,28,8,0
55,88,4,38,99
93,24,51,12,29
89,29,9,86,60
94,14,79,69,66
62,40,34,97,88
53,70,9,41,93
41,26,75,75,31
85,53,32,43,90
12,15,31,31,76
30,12,70,94,39
53,23,46,82,47
31,71,26,47,45
40,48,53,72,96
45,81,6,37,76
14,81,13,87,88
80,17,11,53,7
55,18,98,13,16
48,65,19,22,92
74,7,35,79,85
56,95,4,68,5
10,17,74,78,54
6,5,74,5,57
85,35,20,53,62
66,11,12,43,72
63,55,16,85,27
22,33,36,64,36
75,64,7,64,16
81,79,27,32,75
91,98,23,80,73
98,7,65,86,45
64,56,93,68,83
61,11,87,62,60
50,71,57,21,23
91,72,81,73,52
58,84,31,84,77
16,96,94,59,63
50,57,84,44,13
6,29,97,95,40
20,38,78,63,35
30,36,36,61,42
98,78,8,51,62
59,6,57,7,3
44,53,38,80,96
74,3,86,37,21
6,64,47,96,68
48,37,54,28,89
14,85,8,12,97
42,88,37,26,54
12,38,97,34,89
41,59,25,81,54
55,77,29,99,8
94,84,2,57,31
33,80,48,32,2
8,38,73,55,44
30,52,91,16,38
16,11,90,17,64
78,49,12,48,21
22,63,52,89,83
45,98,63,53,62
74,37,26,6,38
73,47,90,80,9
66,44,87,12,13
16,68,66,76,18
43,54,38,84,5
42,80,73,32,33
71,27,74,74,96
20,25,38,97,80
68,99,64,2,31
50,11,87,12,61
44,34,13,35,77
18,50,96,27,63
52,70,29,38,49
24,9,90,1,68
24,3,50,96,79
18,63,76,5,12
72,2,9,8,95
27,4,45,3,31
73,6,46,98,62
45,0,37,57,88
31,77,43,13,98
33,12,8,34,8
13,25,73,15,54
67,87,31,6,4
24,40,97,37,98
55,20,16,61,53
59,15,83,23,52
4,81,2,31,70
44,5,48,18,80
32,45,99,5,99
21,56,53,3,84
38,70,9,88,11
68,79,52,59,89
18,52,6,74,26
47,76,54,17,45
24,70,76,6,93
22,93,78,13,85
24,20,70,38,9
31,93,100,80,64
40,54,51,8,67
92,14,77,42,75
46,46,75,33,20
34,42,47,99,83
63,5,93,28,16
27,54,75,84,64
26,15,5,28,17
47,82,88,80,78
95,100,55,8,65
20,77,99,39,26
7,2,93,10,86
46,79,12,0,98
4,85,83,7,6
54,32,6,25,23
71,28,3,0,33
67,94,86,46,54
56,95,25,23,63
68,72,42,18,8
44,40,67,70,99
6,21,36,77,62
16,25,88,98,44
95,90,74,77,55
60,8,15,6,33
51,74,45,11,57
2,7,39,97,95
24,25,53,89,48
17,3,26,85,89
16,21,91,89,10
74,89,96,49,37
15,22,21,54,5
91,35,30,31,10
52,46,67,57,92
20,16,16,85,60
68,77,34,36,87
89,73,29,66,69
31,16,91,86,99
16,94,24,81,16
68,75,2,38,72
82,39,37,82,91
14,14,8,86,80
5,70,33,9,93
82,20,57,62,88
50,22,25,12,100
72,62,1,68,46
96,67,68,11,40
44,14,56,4,92
85,31,10,87,100
1,13,35,100,7
13,23,28,15,26
23,17,57,86,62
87,72,46,91,25
62,41,39,9,9
32,52,92,63,90
44,85,58,75,15
77,21,41,31,79
25,30,59,94,44
65,52,21,62,87
65,30,95,79,61
56,47,9,78,33
87,46,45,53,38
5,44,61,1,94
51,46,93,43,94
38,63,12,3,58
81,19,77,29,20
66,56,65,13,48
32,54,21,18,18
65,100,83,66,37
13,37,10,3,10
14,46,86,33,50
92,23,53,79,72
89,72,19,14,17
93,75,97,42,33
69,57,98,50,5
84,23,90,74,36
31,68,16,57,32
49,51,50,36,54
90,70,13,60,50
22,17,91,66,90
19,91,81,48,24
42,81,31,22,41
11,94,74,69,18
91,12,61,94,67
34,22,59,60,0
79,90,25,50,87
81,59,82,29,83
99,44,55,60,66
19,70,86,21,19
48,32,85,27,88
50,71,37,27,84
60,48,47,8,18
3,52,79,29,20
46,49,25,69,28
72,2,81,68,64
82,11,83,52,63
94,60,28,1,56
52,93,0,88,24
2,75,26,67,49
83,3,30,62,56
71,54,29,32,84
68,83,7,19,66
51,81,84,84,94
54,10,63,90,41
45,43,10,65,65
70,23,60,23,15
100,36,73,29,37
11,29,88,12,86
27,93,15,91,84
41,99,32,49,65
26,4,93,71,85
39,70,3,81,23
46,80,20,67,92
97,51,46,66,42
51,14,41,13,61
80,80,20,34,51
32,2,29,17,57
31,24,31,2,60
31,11,54,52,91
12,90,36,20,97
6,19,34,58,78
92,3,26,33,57
12,57,46,1,62
31,16,31,77,95
84,85,30,61,69
35,24,88,100,14
5,18,55,64,51
53,48,24,82,70
59,39,0,60,68
6,27,74,78,100
1,62,79,54,49
94,16,17,52,63
65,79,12,36,75
76,36,92,67,91
32,88,49,82,78
41,55,79,63,30
96,43,60,12,49
57,11,79,22,37
49,24,47,55,16
96,42,44,27,82
97,29,17,67,60
86,93,1,100,31
51,55,97,55,61
74,60,17,69,79
89,51,66,95,77
12,85,44,76,41
1,20,63,17,51
38,1,24,7,41
78,82,4,24,33
35,64,25,69,6
78,23,98,2,4
55,8,70,30,32
83,47,75,16,100
76,57,76,30,99
55,17,65,85,23
45,69,13,25,53
17,84,13,54,37
83,46,2,12,18
24,96,92,44,38
94,57,82,13,93
92,58,6,74,61
83,5,52,40,89
58,44,95,79,53
59,38,85,87,9
20,49,64,53,14
56,57,20,88,97
62,22,95,93,84
12,63,50,44,80
18,41,72,9,5
27,5,23,24,19
27,20,32,42,21
59,68,7,25,100
26,52,65,34,21
37,50,1,64,64
16,66,81,94,17
43,40,31,44,38
85,26,65,28,27
29,98,54,8,85
60,90,77,32,86
34,46,46,52,3
67,34,80,78,69
31,14,53,75,19
44,100,87,16,49
61,61,33,88,100
26,75,5,40,3
43,0,49,100,52
43,75,70,76,46
97,29,40,95,48
47,5,90,91,76
18,86,10,56,95
57,20,45,3,26
29,99,11,3,86
33,11,47,97,60
85,11,19,4,64
97,26,54,46,4
42,93,47,71,96
2,47,16,25,93
99,7,17,37,72
40,55,66,8,45
8,51,12,76,91
12,83,33,24,27
4,98,85,59,18
36,53,8,17,73
79,92,71,66,49
88,1,56,78,21
10,30,20,96,22
59,25,47,89,96
33,95,82,10,65
56,62,66,89,61
89,89,70,37,53
71,54,12,72,45
91,84,45,48,4
36,96,98,17,81
87,17,67,29,60
1,76,75,85,34
94,78,84,44,11
45,96,44,0,85
82,61,59,96,27
2,38,1,88,33
0,76,33,7,41
51,47,9,92,73
42,7,8,100,47
57,5,37,5,95
30,88,38,95,37
52,42,15,94,56
40,53,94,73,3
13,62,3,38,15
25,64,17,85,71
62,47,82,39,9
91,56,5,61,52
24,2,53,69,34
66,88,96,91,40
62,61,33,19,20
83,10,41,16,79
45,83,30,62,31
12,25,22,21,4
71,31,98,92,42
21,47,17,25,73
88,34,67,89,64
32,81,42,34,11
44,41,30,32,12
36,4,85,27,85
10,21,8,12,87
15,11,97,98,66
41,78,43,30,47
36,15,89,62,50
75,1,23,76,21
7,42,54,28,59
0,66,39,15,67
43,13,13,75,46
30,36,33,52,54
59,8,80,68,72
80,50,100,75,34
44,74,60,7,13
53,93,34,50,51
44,24,7,85,30
86,84,35,78,25
79,91,72,87,41
28,84,14,0,23
19,54,72,60,47
18,20,17,81,4
96,39,31,71,47
73,28,23,69,53
23,54,1,48,72
49,8,59,31,43
47,34,53,52,30
26,98,82,43,45
20,1,48,28,74
5,2,61,2,20
91,19,95,54,17
87,82,34,40,32
41,11,56,35,99
15,91,53,80,39
100,69,82,33,100
75,33,76,4,6
97,71,66,67,97
38,58,73,9,99
82,56,80,52,2
37,31,33,77,65
42,53,56,86,66
81,83,43,10,76
26,17,44,76,18
56,17,43,71,28
87,58,64,13,71
60,16,48,68,79
48,7,40,18,96
63,10,83,77,88
15,28,85,87,87
55,22,98,4,10
42,78,15,17,50
14,13,80,42,77
15,8,70,3,23
60,82,40,4,86
0,6,4,18,43
9,96,32,13,67
2,93,32,76,38
98,61,6,32,48
17,86,24,51,41
51,94,92,24,32
93,7,96,45,11
67,28,14,10,64
26,36,23,91,78
96,48,3,60,25
4,5,13,37,58
4,33,90,12,7
22,12,19,100,49
2,78,79,58,23
83,81,37,75,69
2,19,55,49,30
63,22,13,14,98
76,86,32,70,33
58,33,95,35,65
0,11,59,91,82
28,60,13,87,64
2,19,14,60,75
88,60,3,32,85
63,55,92,50,45
43,75,53,41,63
34,30,19,55,100
75,73,43,48,13
0,39,87,74,20
45,98,15,46,1
63,82,90,7,43
62,87,28,58,17
45,80,46,28,98
11,61,6,16,12
99,77,66,1,87
22,96,85,67,57
87,64,71,26,38
77,53,39,98,18
82,20,28,24,7
51,28,11,97,39
89,14,25,61,46
10,90,86,47,55
50,64,90,57,21
24,21,77,27,63
82,62,25,69,58
95,56,56,84,54
41,67,26,39,97
54,8,28,14,67
69,49,0,73,36
42,98,52,73,52
91,65,60,3,63
9,32,47,100,26
77,79,65,11,84
42,70,20,28,79
81,2,25,51,4
81,21,47,14,5
95,78,96,81,59
77,19,24,89,56
47,87,75,9,23
87,73,85,39,23
93,99,27,100,50
8,93,19,17,94
31,97,17,85,70
52,46,7,42,84
21,45,85,95,38
58,69,7,11,54
76,86,39,77,83
40,30,87,46,63
31,67,26,2,29
54,99,75,63,34
49,35,23,12,9
90,69,81,88,35
84,84,19,42,9
35,37,36,42,54
7,71,44,79,10
70,16,36,24,13
69,1,38,8,51
53,31,31,42,81
6,61,28,61,16
92,17,31,5,75
63,34,78,90,48
77,14,31,32,89
32,100,59,6,27
37,86,15,6,86
16,74,61,91,59
47,48,72,1,41
24,26,91,88,60
39,58,68,6,25
76,38,89,22,88
56,25,25,95,57
19,69,88,39,37
97,61,47,70,26
43,86,96,84,42
41,36,45,61,28
54,11,63,26,44
100,78,61,54,26
68,34,15,73,5
96,25,74,52,37
46,95,9,25,47
31,36,63,49,9
8,84,31,52,50
39,48,65,75,0
38,3,99,82,15
67,92,74,92,63
39,23,22,91,7
52,2,83,41,23
91,15,37,77,92
58,58,67,87,60
25,76,46,61,95
43,44,53,66,22
1,9,59,97,34
98,82,85,98,74
55,19,26,8,37
30,45,31,54,76
40,98,70,60,45
62,65,0,57,41
11,84,68,31,12
17,68,86,75,94
19,10,67,68,90
21,96,3,63,89
22,97,18,16,21
16,30,61,45,44
4,65,41,28,83
8,43,30,43,64
85,43,20,27,52
65,34,14,2,37
93,28,18,62,45
55,82,57,46,87
24,52,60,52,22
11,41,78,56,15
100,94,81,70,75
68,8,47,6,14
63,62,76,86,56
33,51,49,53,23
45,92,96,77,9
17,15,35,4,35
20,38,51,30,90
13,73,28,43,91
76,8,40,87,49
21,70,97,22,58
83,80,5,72,62
97,81,36,94,60
94,37,23,92,83
65,31,73,89,14
1,81,92,68,92
93,8,82,47,61
59,32,86,2,89
67,93,3,48,72
26,81,97,73,35
15,83,60,54,35
45,85,22,99,49
33,11,72,45,6
88,91,76,59,9
34,64,70,60,69
55,7,14,63,22
54,9,96,100,23
11,48,95,81,0
65,18,25,50,64
25,39,47,12,76
85,42,36,94,96
45,9,14,61,25
65,51,77,55,2
58,95,23,54,99
57,10,81,9,8
25,53,74,7,0
14,82,65,92,57
34,79,91,27,73
35,23,24,18,70
5,49,88,99,46
50,35,20,18,0
52,97,46,25,42
94,73,70,17,44
92,89,35,5,41
70,85,62,55,12
5,90,54,54,96
81,90,70,14,60
95,81,95,30,9
91,13,48,0,31
97,93,81,7,71
94,67,23,6,73
97,87,12,20,44
56,8,92,83,1
62,3,64,84,63
52,93,90,72,46
26,95,17,92,78
100,44,85,58,28
83,13,46,27,22
27,92,100,81,60
81,48,8,100,41
63,77,84,93,7
89,0,75,53,44
7,9,67,49,76
73,14,22,19,55
54,87,54,38,75
17,4,47,0,34
74,4,40,8,87
61,49,98,46,33
95,4,33,45,48
15,23,97,78,54
0,26,30,88,83
59,11,39,59,35
18,44,44,71,82
22,34,74,34,45
80,38,31,11,17
75,16,25,85,94
2,53,33,45,27
25,19,26,54,85
77,94,26,25,40
14,32,94,24,1
19,69,28,31,52
92,100,52,28,17
85,26,42,33,63
74,23,63,51,35
56,80,7,44,37
7,25,8,97,79
69,36,94,8,35
39,74,42,94,88
31,55,81,84,75
46,4,18,59,100
5,85,3,80,20
34,34,17,1,13
89,95,95,50,95
13,10,10,47,17
10,85,38,34,69
51,18,97,37,43
5,40,77,94,52
39,66,51,77,76
86,58,9,95,68
43,67,33,93,40
42,33,98,20,65
88,80,84,87,92
47,1,61,47,66
76,55,94,67,53
98,39,26,1,22
39,82,66,71,78
27,31,78,11,20
42,14,51,36,53
71,54,81,26,42
47,73,49,56,44
30,66,75,92,22
26,9,26,8,26
31,5,3,46,38
12,86,30,46,82
27,68,60,98,59
8,8,29,50,89
91,88,80,83,0
4,95,41,56,97
2,51,2,11,9
86,2,23,17,83
67,66,36,54,78
21,39,5,59,16
59,83,32,77,92
66,50,83,27,100
79,95,75,63,23
42,43,19,60,65
37,88,22,24,33
91,32,77,24,90
75,33,74,78,24
43,44,23,11,26
50,19,16,63,93
25,79,81,3,37
39,38,85,62,54
95,13,55,19,75
62,79,20,72,17
84,80,38,42,27
79,92,37,96,88
90,43,92,14,6
53,98,37,3,28
8,85,39,27,68
